#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP015164.1	41874	42572	-	34210297	-	A4S02_RS00230	WP_070322594.1	232	YggS family pyridoxal phosphate-dependent enzyme
chr	NZ_CP015164.1	42717	43748	-	34212117	-	A4S02_RS00235	WP_082246713.1	343	NAD(P)H-quinone oxidoreductase
chr	NZ_CP015164.1	45722	46744	-	34211706	-	A4S02_RS00245	WP_070322595.1	340	sugar ABC transporter substrate-binding protein
chr	NZ_CP015164.1	46860	47054	+	34210691	-	A4S02_RS00250	WP_044582833.1	64	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	47076	47303	-	34210736	-	A4S02_RS00255	WP_019087877.1	75	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	47323	47907	-	34211049	-	A4S02_RS00260	WP_019087878.1	194	MULTISPECIES: gluconokinase
chr	NZ_CP015164.1	47918	48631	-	34211971	-	A4S02_RS00265	WP_070322596.1	237	ribose-5-phosphate isomerase RpiA
chr	NZ_CP015164.1	48648	49394	-	34210486	pgl	A4S02_RS00270	WP_070322597.1	248	6-phosphogluconolactonase
chr	NZ_CP015164.1	49391	50281	-	34212693	-	A4S02_RS00275	WP_019087881.1	296	MULTISPECIES: Cof-type HAD-IIB family hydrolase
chr	NZ_CP015164.1	50319	51317	-	34210826	gnd	A4S02_RS00280	WP_070322598.1	332	decarboxylating 6-phosphogluconate dehydrogenase
chr	NZ_CP015164.1	51339	54194	-	34210636	tal	A4S02_RS00285	WP_070322599.1	951	bifunctional transaldolase/phosoglucose isomerase
chr	NZ_CP015164.1	54279	56381	-	34210922	tkt	A4S02_RS00290	WP_070322600.1	700	transketolase
chr	NZ_CP015164.1	56721	57293	+	34211534	-	A4S02_RS00295	WP_019087885.1	190	MULTISPECIES: ankyrin repeat domain-containing protein
chr	NZ_CP015164.1	57391	58461	+	34211287	-	A4S02_RS00300	WP_070322601.1	356	histidinol-phosphate transaminase
chr	NZ_CP015164.1	58638	58925	+	34212713	-	A4S02_RS00305	WP_026019187.1	95	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	60138	60485	-	34212486	-	A4S02_RS00315	WP_070322603.1	115	MULTISPECIES: YnfA family protein
chr	NZ_CP015164.1	60489	61346	-	34211175	-	A4S02_RS00320	WP_070322604.1	285	ABC transporter ATP-binding protein
chr	NZ_CP015164.1	61343	62206	-	34212734	-	A4S02_RS00325	WP_019087891.1	287	MULTISPECIES: ABC transporter permease
chr	NZ_CP015164.1	62205	62399	+	34212300	-	A4S02_RS00330	WP_019087892.1	64	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	62396	63760	+	34212194	-	A4S02_RS00335	WP_070322605.1	454	murein transglycosylase
chr	NZ_CP015164.1	63819	64826	-	34211657	-	A4S02_RS00340	WP_070322606.1	335	hypothetical protein
chr	NZ_CP015164.1	64823	65608	-	34210469	-	A4S02_RS00345	WP_070322607.1	261	peptidoglycan editing factor PgeF
chr	NZ_CP015164.1	65605	66633	-	34210975	-	A4S02_RS00350	WP_070322608.1	342	methyltransferase
chr	NZ_CP015164.1	66642	67481	-	34212420	-	A4S02_RS00355	WP_070322609.1	279	prolipoprotein diacylglyceryl transferase
chr	NZ_CP015164.1	67506	68486	-	34210919	rfaD	A4S02_RS00360	WP_070322610.1	326	ADP-glyceromanno-heptose 6-epimerase
chr	NZ_CP015164.1	68636	68938	+	34211559	-	A4S02_RS00365	WP_019087899.1	100	MULTISPECIES: antibiotic biosynthesis monooxygenase
chr	NZ_CP015164.1	69024	70616	-	34212369	-	A4S02_RS00370	WP_070322611.1	530	L-lactate permease
chr	NZ_CP015164.1	70881	72140	+	34211265	-	A4S02_RS00375	WP_070322612.1	419	murein transglycosylase
chr	NZ_CP015164.1	72220	73620	+	34211488	-	A4S02_RS00380	WP_070322613.1	466	sugar porter family MFS transporter
chr	NZ_CP015164.1	73881	74333	-	34210779	-	A4S02_RS00390	WP_070322614.1	150	hypothetical protein
chr	NZ_CP015164.1	74554	76155	+	34211767	-	A4S02_RS00395	WP_019087904.1	533	MULTISPECIES: glutamine-hydrolyzing GMP synthase
chr	NZ_CP015164.1	76228	77268	-	34210370	-	A4S02_RS00400	WP_070322615.1	346	cysteine synthase A
chr	NZ_CP015164.1	77372	78295	-	34210694	-	A4S02_RS00405	WP_070322616.1	307	DUF2272 domain-containing protein
chr	NZ_CP015164.1	78441	78956	-	34211594	-	A4S02_RS00410	WP_019087907.1	171	MULTISPECIES: Cys-tRNA(Pro) deacylase
chr	NZ_CP015164.1	79075	80205	-	34211168	mtnA	A4S02_RS00415	WP_082246714.1	376	S-methyl-5-thioribose-1-phosphate isomerase
chr	NZ_CP015164.1	80491	81210	+	34212062	-	A4S02_RS00420	WP_070322618.1	239	histone
chr	NZ_CP015164.1	81448	81801	-	34212579	-	A4S02_RS00425	WP_070324117.1	117	hypothetical protein
chr	NZ_CP015164.1	82023	82553	-	34211203	-	A4S02_RS00430	WP_070322619.1	176	transcriptional repressor
chr	NZ_CP015164.1	82678	83586	+	34211499	-	A4S02_RS00435	WP_070322620.1	302	zinc ABC transporter substrate-binding protein
chr	NZ_CP015164.1	83586	84392	+	34212108	-	A4S02_RS00440	WP_070322621.1	268	metal ABC transporter ATP-binding protein
chr	NZ_CP015164.1	84393	85187	+	34212268	-	A4S02_RS00445	WP_019087914.1	264	MULTISPECIES: metal ABC transporter permease
chr	NZ_CP015164.1	85389	85892	-	34212266	-	A4S02_RS00450	WP_070322622.1	167	FMN reductase
chr	NZ_CP015164.1	85958	86977	+	34211757	-	A4S02_RS00455	WP_070322623.1	339	enoyl-CoA hydratase/isomerase family protein
chr	NZ_CP015164.1	87479	88558	-	34212340	-	A4S02_RS00465	WP_070322624.1	359	IS5 family transposase
chr	NZ_CP015164.1	89090	91345	-	34211580	-	A4S02_RS00475	WP_070322625.1	751	FUSC family protein
chr	NZ_CP015164.1	91335	91853	-	34212406	-	A4S02_RS00480	WP_070322626.1	172	MarR family transcriptional regulator
chr	NZ_CP015164.1	92426	92854	+	34212767	-	A4S02_RS00485	WP_070322627.1	142	DUF1636 domain-containing protein
chr	NZ_CP015164.1	92851	93903	+	34210687	cobW	A4S02_RS00490	WP_019087921.1	350	MULTISPECIES: cobalamin biosynthesis protein CobW
chr	NZ_CP015164.1	93923	97387	+	34210887	-	A4S02_RS00495	WP_070322628.1	1154	cobaltochelatase subunit CobN
chr	NZ_CP015164.1	97384	98745	+	34211897	-	A4S02_RS00500	WP_070322629.1	453	cobyrinate a,c-diamide synthase
chr	NZ_CP015164.1	98856	99470	+	34210737	-	A4S02_RS00505	WP_019087924.1	204	MULTISPECIES: phosphoglycerate mutase
chr	NZ_CP015164.1	99467	100093	+	34211432	cobO	A4S02_RS00510	WP_019087925.1	208	MULTISPECIES: cob(I)yrinic acid a,c-diamide adenosyltransferase
chr	NZ_CP015164.1	100108	101628	+	34212748	-	A4S02_RS00515	WP_070322630.1	506	cobyric acid synthase
chr	NZ_CP015164.1	101643	102281	-	34211393	bluB	A4S02_RS00520	WP_070322631.1	212	5,6-dimethylbenzimidazole synthase
chr	NZ_CP015164.1	102278	103267	-	34212217	cobD	A4S02_RS00525	WP_070322632.1	329	cobalamin biosynthesis protein CobD
chr	NZ_CP015164.1	103266	104384	+	34211914	-	A4S02_RS00530	WP_070322633.1	372	threonine-phosphate decarboxylase
chr	NZ_CP015164.1	104381	105214	-	34211634	-	A4S02_RS00535	WP_070322634.1	277	adenosylcobinamide-GDP ribazoletransferase
chr	NZ_CP015164.1	105211	106260	-	34212780	cobT	A4S02_RS00540	WP_070322635.1	349	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
chr	NZ_CP015164.1	106322	106876	+	34211269	-	A4S02_RS00545	WP_070322636.1	184	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
chr	NZ_CP015164.1	106891	108087	-	34211760	-	A4S02_RS00550	WP_070322637.1	398	MFS transporter
chr	NZ_CP015164.1	108287	109741	+	34210943	-	A4S02_RS00555	WP_070322638.1	484	NAD-dependent succinate-semialdehyde dehydrogenase
chr	NZ_CP015164.1	109847	111145	-	34211322	-	A4S02_RS00560	WP_070322639.1	432	cytochrome c
chr	NZ_CP015164.1	111158	112795	-	34210334	-	A4S02_RS00565	WP_070322640.1	545	GMC family oxidoreductase
chr	NZ_CP015164.1	114116	115501	-	34211084	-	A4S02_RS00580	WP_070322584.1	461	IS1380 family transposase
chr	NZ_CP015164.1	115559	115738	-	34210969	-	A4S02_RS00585	WP_070322641.1	59	hypothetical protein
chr	NZ_CP015164.1	116096	117688	-	34211138	-	A4S02_RS00590	WP_070322642.1	530	carbohydrate porin
chr	NZ_CP015164.1	119101	120405	-	34211332	-	A4S02_RS00605	WP_070322645.1	434	C4-dicarboxylate transporter DctA
chr	NZ_CP015164.1	120774	121829	-	34212535	-	A4S02_RS00610	WP_070322646.1	351	aromatic ring-hydroxylating dioxygenase subunit alpha
chr	NZ_CP015164.1	121923	122864	+	34210351	-	A4S02_RS00615	WP_082246715.1	313	LysR family transcriptional regulator
chr	NZ_CP015164.1	123388	124428	+	34212173	-	A4S02_RS00625	WP_070322648.1	346	IS110 family transposase
chr	NZ_CP015164.1	124972	125994	-	34211391	-	A4S02_RS00630	WP_041247965.1	340	MULTISPECIES: IS110 family transposase
chr	NZ_CP015164.1	126256	127641	-	34211154	-	A4S02_RS00635	WP_070322649.1	461	IS1380 family transposase
chr	NZ_CP015164.1	128656	129999	-	34212671	-	A4S02_RS00645	WP_070324118.1	447	B12-binding domain-containing radical SAM protein
chr	NZ_CP015164.1	130429	132612	+	34212052	-	A4S02_RS00650	WP_070322650.1	727	acyltransferase
chr	NZ_CP015164.1	132609	133253	-	34211581	-	A4S02_RS00655	WP_070322651.1	214	hypothetical protein
chr	NZ_CP015164.1	133517	134271	-	34210530	-	A4S02_RS14680	WP_087651418.1	251	MULTISPECIES: IS5 family transposase
chr	NZ_CP015164.1	134811	134993	+	34211550	-	A4S02_RS00675	WP_019089910.1	60	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	135027	136481	+	34211244	-	A4S02_RS00680	WP_070322652.1	484	terminase
chr	NZ_CP015164.1	136478	137530	-	34210868	-	A4S02_RS00685	WP_070322653.1	350	rhodanese-related sulfurtransferase
chr	NZ_CP015164.1	137545	137763	+	34211558	-	A4S02_RS00690	WP_044583064.1	72	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	137776	139155	+	34211937	-	A4S02_RS00695	WP_070322654.1	459	DUF1073 domain-containing protein
chr	NZ_CP015164.1	139152	140180	+	34211893	-	A4S02_RS00700	WP_070322655.1	342	DUF2213 domain-containing protein
chr	NZ_CP015164.1	140217	140717	+	34211131	-	A4S02_RS00705	WP_070322656.1	166	hypothetical protein
chr	NZ_CP015164.1	140717	141754	+	34212281	-	A4S02_RS00710	WP_070322657.1	345	DUF2184 domain-containing protein
chr	NZ_CP015164.1	141804	142121	+	34210879	-	A4S02_RS00715	WP_070322658.1	105	hypothetical protein
chr	NZ_CP015164.1	142656	143036	+	34212703	-	A4S02_RS00725	WP_070322659.1	126	hypothetical protein
chr	NZ_CP015164.1	142997	143569	+	34211351	-	A4S02_RS00730	WP_070322660.1	190	hypothetical protein
chr	NZ_CP015164.1	143588	144742	+	34211446	-	A4S02_RS00735	WP_070322661.1	384	DUF3383 family protein
chr	NZ_CP015164.1	145196	145651	+	34211837	-	A4S02_RS00745	WP_070322662.1	151	hypothetical protein
chr	NZ_CP015164.1	145821	146834	+	34211923	-	A4S02_RS00750	WP_070322663.1	337	hypothetical protein
chr	NZ_CP015164.1	146870	147583	+	34211103	-	A4S02_RS00755	WP_070322664.1	237	hypothetical protein
chr	NZ_CP015164.1	147580	147900	+	34210794	-	A4S02_RS00760	WP_070322665.1	106	hypothetical protein
chr	NZ_CP015164.1	147897	148823	+	34211610	-	A4S02_RS00765	WP_070322666.1	308	hypothetical protein
chr	NZ_CP015164.1	148820	149509	+	34212079	-	A4S02_RS00770	WP_070322667.1	229	baseplate assembly protein
chr	NZ_CP015164.1	149521	149874	+	34210963	-	A4S02_RS00775	WP_070322668.1	117	hypothetical protein
chr	NZ_CP015164.1	149861	151096	+	34210739	-	A4S02_RS00780	WP_070322669.1	411	hypothetical protein
chr	NZ_CP015164.1	151096	151674	+	34211860	-	A4S02_RS00785	WP_070322670.1	192	DUF2612 domain-containing protein
chr	NZ_CP015164.1	151682	152779	+	34210314	-	A4S02_RS00790	WP_070322671.1	365	phage tail protein
chr	NZ_CP015164.1	153478	153924	+	34211746	-	A4S02_RS00800	WP_019089885.1	148	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	155346	157766	+	34212604	-	A4S02_RS00810	WP_070324119.1	806	TonB-dependent receptor
chr	NZ_CP015164.1	157769	159013	+	34212485	-	A4S02_RS00815	WP_070322672.1	414	aminoglycoside phosphotransferase
chr	NZ_CP015164.1	159013	159576	+	34211213	-	A4S02_RS00820	WP_070322673.1	187	nicotinamide mononucleotide transporter
chr	NZ_CP015164.1	159696	160256	-	34212304	-	A4S02_RS00825	WP_019089880.1	186	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	160507	160848	+	34211080	-	A4S02_RS00830	WP_070322674.1	113	hypothetical protein
chr	NZ_CP015164.1	160964	161869	-	34212948	purU	A4S02_RS00835	WP_019089877.1	301	MULTISPECIES: formyltetrahydrofolate deformylase
chr	NZ_CP015164.1	162233	162610	-	34212538	-	A4S02_RS00840	WP_026019459.1	125	MULTISPECIES: DUF488 domain-containing protein
chr	NZ_CP015164.1	162690	163199	+	34212532	-	A4S02_RS00845	WP_019089876.1	169	MULTISPECIES: Rrf2 family transcriptional regulator
chr	NZ_CP015164.1	163345	164115	+	34212740	-	A4S02_RS00850	WP_070322675.1	256	SDR family NAD(P)-dependent oxidoreductase
chr	NZ_CP015164.1	164125	164559	+	34212974	crcB	A4S02_RS00855	WP_019089874.1	144	MULTISPECIES: fluoride efflux transporter CrcB
chr	NZ_CP015164.1	164685	165068	-	34210475	-	A4S02_RS00860	WP_019089873.1	127	MULTISPECIES: VOC family protein
chr	NZ_CP015164.1	165138	165962	-	34212133	-	A4S02_RS00865	WP_019089872.1	274	MULTISPECIES: ferritin-like domain-containing protein
chr	NZ_CP015164.1	166172	166633	-	34210892	-	A4S02_RS00870	WP_070322676.1	153	acyl-CoA thioesterase
chr	NZ_CP015164.1	166632	166847	+	34212854	-	A4S02_RS00875	WP_070322677.1	71	hypothetical protein
chr	NZ_CP015164.1	167048	168433	+	34212002	-	A4S02_RS00880	WP_070322678.1	461	IS1380 family transposase
chr	NZ_CP015164.1	168605	168931	+	34210785	-	A4S02_RS00885	WP_070322679.1	108	hypothetical protein
chr	NZ_CP015164.1	168922	169746	-	34210461	-	A4S02_RS00890	WP_082246712.1	274	IS5 family transposase
chr	NZ_CP015164.1	170714	171919	-	34212638	-	A4S02_RS00900	WP_070322680.1	401	energy transducer TonB
chr	NZ_CP015164.1	172044	174248	-	34210629	-	A4S02_RS00905	WP_070322681.1	734	M13 family metallopeptidase
chr	NZ_CP015164.1	174384	176840	+	34210345	-	A4S02_RS00910	WP_070324121.1	818	TonB-dependent receptor
chr	NZ_CP015164.1	176984	177577	+	34210546	-	A4S02_RS00915	WP_070324122.1	197	hypothetical protein
chr	NZ_CP015164.1	178196	179581	+	34212507	-	A4S02_RS00925	WP_070322682.1	461	IS1380 family transposase
chr	NZ_CP015164.1	179843	180865	+	34212803	-	A4S02_RS00930	WP_041247965.1	340	MULTISPECIES: IS110 family transposase
chr	NZ_CP015164.1	181219	182306	+	34212058	-	A4S02_RS00940	WP_099046872.1	362	IS3 family transposase
chr	NZ_CP015164.1	183061	183261	-	34210945	-	A4S02_RS00950	WP_044583086.1	66	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	183939	185105	+	34210275	-	A4S02_RS00960	WP_019089855.1	388	MULTISPECIES: acetoin dehydrogenase dihydrolipoyllysine-residue acetyltransferase subunit
chr	NZ_CP015164.1	185263	185862	+	34212761	-	A4S02_RS00965	WP_019089854.1	199	MULTISPECIES: Hsp20/alpha crystallin family protein
chr	NZ_CP015164.1	185874	186080	+	34210950	-	A4S02_RS00970	WP_019089853.1	68	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	186333	187616	-	34211276	-	A4S02_RS00975	WP_070322685.1	427	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP015164.1	187751	188806	-	34211100	-	A4S02_RS00980	WP_019089850.1	351	MULTISPECIES: WD40 repeat domain-containing protein
chr	NZ_CP015164.1	188803	189807	-	34211083	-	A4S02_RS00985	WP_070322686.1	334	GTP-binding protein
chr	NZ_CP015164.1	189891	190645	-	34212722	-	A4S02_RS14695	WP_087651418.1	251	MULTISPECIES: IS5 family transposase
chr	NZ_CP015164.1	192279	193244	-	34212364	-	A4S02_RS01005	WP_070322687.1	321	cation transporter
chr	NZ_CP015164.1	193305	194477	-	34212065	-	A4S02_RS01010	WP_070322688.1	390	cation diffusion facilitator family transporter
chr	NZ_CP015164.1	194683	196341	+	34211851	-	A4S02_RS01015	WP_070322689.1	552	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP015164.1	196373	197170	-	34211754	-	A4S02_RS01020	WP_070322690.1	265	alpha/beta fold hydrolase
chr	NZ_CP015164.1	197422	198237	+	34212371	-	A4S02_RS01025	WP_019089843.1	271	MULTISPECIES: universal stress protein
chr	NZ_CP015164.1	198298	200646	+	34211309	-	A4S02_RS01030	WP_070322691.1	782	hypothetical protein
chr	NZ_CP015164.1	200654	202624	-	34212706	-	A4S02_RS01035	WP_070322692.1	656	oligopeptide transporter, OPT family
chr	NZ_CP015164.1	202615	202806	+	34210340	-	A4S02_RS01040	WP_019089840.1	63	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	202803	204677	-	34210286	-	A4S02_RS01045	WP_070322693.1	624	hypothetical protein
chr	NZ_CP015164.1	204924	205460	-	34210467	-	A4S02_RS01050	WP_070324124.1	178	hypothetical protein
chr	NZ_CP015164.1	205657	205887	+	34211329	-	A4S02_RS01055	WP_070322694.1	76	DUF3126 family protein
chr	NZ_CP015164.1	206013	206624	-	34212349	-	A4S02_RS01060	WP_019089837.1	203	MULTISPECIES: DUF2939 domain-containing protein
chr	NZ_CP015164.1	206818	207630	+	34210983	-	A4S02_RS01065	WP_070322695.1	270	molybdopterin-synthase adenylyltransferase MoeB
chr	NZ_CP015164.1	207910	208926	+	34212607	-	A4S02_RS01070	WP_070322696.1	338	hypothetical protein
chr	NZ_CP015164.1	208959	210419	+	34210909	pyk	A4S02_RS01075	WP_070322697.1	486	pyruvate kinase
chr	NZ_CP015164.1	211794	212948	-	34210308	-	A4S02_RS01085	WP_070322698.1	384	MFS transporter
chr	NZ_CP015164.1	213013	213513	-	34212755	-	A4S02_RS01090	WP_019089829.1	166	MULTISPECIES: hypothetical protein
chr	NZ_CP015164.1	213655	215472	+	34212540	typA	A4S02_RS01095	WP_019089828.1	605	MULTISPECIES: translational GTPase TypA
chr	NZ_CP015164.1	215831	216118	+	34210320	-	A4S02_RS01100	WP_070322699.1	95	hypothetical protein
chr	NZ_CP015164.1	216376	217632	-	34212645	-	A4S02_RS01105	WP_070322700.1	418	D-amino acid dehydrogenase
chr	NZ_CP015164.1	217627	217818	+	34210910	-	A4S02_RS01110	WP_070322701.1	63	hypothetical protein
chr	NZ_CP015164.1	217830	218846	-	34210591	-	A4S02_RS01115	WP_070322702.1	338	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP015164.1	219011	220231	-	34211854	-	A4S02_RS01120	WP_070322703.1	406	NADP-dependent isocitrate dehydrogenase
chr	NZ_CP015164.1	223150	224325	-	34212398	-	A4S02_RS01135	WP_070322704.1	391	aminotransferase
chr	NZ_CP015164.1	224565	224903	+	34212172	-	A4S02_RS01140	WP_003622497.1	112	MULTISPECIES: P-II family nitrogen regulator
chr	NZ_CP015164.1	225009	226454	+	34212169	glnA	A4S02_RS01145	WP_070322705.1	481	MULTISPECIES: type I glutamate--ammonia ligase
chr	NZ_CP015164.1	227022	227776	-	34210939	-	A4S02_RS14705	WP_099046873.1	251	IS5 family transposase
chr	NZ_CP015164.1	229716	230540	-	34210995	-	A4S02_RS01175	WP_082246712.1	274	IS5 family transposase
chr	NZ_CP015164.1	232138	232392	+	34211748	-	A4S02_RS01185	WP_082246853.1	84	hypothetical protein
chr	NZ_CP015164.1	232389	233033	+	34211284	-	A4S02_RS01190	WP_070322707.1	214	helix-turn-helix transcriptional regulator
chr	NZ_CP015164.1	233160	234965	+	34212106	-	A4S02_RS01195	WP_070322708.1	601	elongation factor 4
chr	NZ_CP015164.1	235092	236267	+	34211739	-	A4S02_RS01200	WP_070322709.1	391	homoserine O-acetyltransferase
chr	NZ_CP015164.1	236267	236872	+	34210850	metW	A4S02_RS01205	WP_019089810.1	201	MULTISPECIES: methionine biosynthesis protein MetW
chr	NZ_CP015164.1	237329	238636	+	34212271	-	A4S02_RS01210	WP_070322710.1	435	DEAD/DEAH box helicase
chr	NZ_CP015164.1	238712	239677	-	34211787	-	A4S02_RS01215	WP_082246716.1	321	endonuclease/exonuclease/phosphatase family protein
chr	NZ_CP015164.1	239610	240296	-	34211166	-	A4S02_RS01220	WP_070322711.1	228	carbonic anhydrase
chr	NZ_CP015164.1	240458	241081	-	34211726	-	A4S02_RS01225	WP_006116363.1	207	MULTISPECIES: NYN domain-containing protein
chr	NZ_CP015164.1	241239	241751	+	34211424	folK	A4S02_RS01230	WP_019089806.1	170	MULTISPECIES: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
chr	NZ_CP015164.1	241842	242213	+	34211335	-	A4S02_RS01235	WP_003622533.1	123	MULTISPECIES: DNA-directed RNA polymerase subunit omega
chr	NZ_CP015164.1	242288	244591	+	34212570	-	A4S02_RS01240	WP_070324126.1	767	bifunctional (p)ppGpp synthetase/guanosine-3\',5\'-bis(diphosphate) 3\'-pyrophosphohydrolase
chr	NZ_CP015164.1	244588	244995	+	34212294	-	A4S02_RS01245	WP_019089804.1	135	MULTISPECIES: holo-ACP synthase
chr	NZ_CP015164.1	245084	245890	+	34212050	lepB	A4S02_RS01250	WP_019089803.1	268	MULTISPECIES: signal peptidase I
chr	NZ_CP015164.1	245905	246621	+	34210867	rnc	A4S02_RS01255	WP_070324127.1	238	ribonuclease III
chr	NZ_CP015164.1	246628	247530	+	34210898	-	A4S02_RS01260	WP_003622545.1	300	MULTISPECIES: GTPase Era
chr	NZ_CP015164.1	247644	248381	+	34210859	-	A4S02_RS01265	WP_003622547.1	245	MULTISPECIES: UMP kinase
