#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP021524.1	47033	47923	+	-	-	S101447_RS00235	WP_019090263.1	296	MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate synthase
chr	NZ_CP021524.1	47923	48429	+	-	-	S101447_RS00240	WP_019090262.1	168	MULTISPECIES: SsrA-binding protein SmpB
chr	NZ_CP021524.1	48537	49214	-	-	-	S101447_RS00245	WP_006115255.1	225	MULTISPECIES: cold-shock protein
chr	NZ_CP021524.1	49594	50655	+	-	-	S101447_RS00250	WP_004449120.1	353	MULTISPECIES: lipid A deacylase LpxR family protein
chr	NZ_CP021524.1	50870	51232	+	-	-	S101447_RS00255	WP_087635123.1	120	hypothetical protein
chr	NZ_CP021524.1	51434	52183	+	-	-	S101447_RS00260	WP_050819723.1	249	MULTISPECIES: glycine/betaine ABC transporter substrate-binding protein
chr	NZ_CP021524.1	52201	53460	+	-	-	S101447_RS00265	WP_087635124.1	419	class I SAM-dependent methyltransferase
chr	NZ_CP021524.1	53490	54005	+	-	-	S101447_RS00270	WP_087635125.1	171	YdcF family protein
chr	NZ_CP021524.1	54182	55126	+	-	fabD	S101447_RS00275	WP_087636345.1	314	ACP S-malonyltransferase
chr	NZ_CP021524.1	55149	55892	+	-	fabG	S101447_RS00280	WP_070325159.1	247	3-oxoacyl
chr	NZ_CP021524.1	56196	56435	+	-	-	S101447_RS00285	WP_003628807.1	79	MULTISPECIES: acyl carrier protein
chr	NZ_CP021524.1	56524	57810	+	-	fabF	S101447_RS00290	WP_080585987.1	428	MULTISPECIES: beta-ketoacyl
chr	NZ_CP021524.1	57800	58834	+	-	-	S101447_RS00295	WP_087635126.1	344	endolytic transglycosylase MltG
chr	NZ_CP021524.1	58887	59735	-	-	-	S101447_RS00300	WP_019090252.1	282	MULTISPECIES: hypothetical protein
chr	NZ_CP021524.1	59827	60624	-	-	-	S101447_RS00305	WP_087635127.1	265	MULTISPECIES: inositol monophosphatase
chr	NZ_CP021524.1	60748	61671	-	-	-	S101447_RS00310	WP_070322996.1	307	lauroyl acyltransferase
chr	NZ_CP021524.1	61668	62663	-	-	lpxK	S101447_RS00315	WP_087635128.1	331	tetraacyldisaccharide 4\'-kinase
chr	NZ_CP021524.1	62657	64687	-	-	-	S101447_RS00320	WP_087635129.1	676	DUF374 domain-containing protein
chr	NZ_CP021524.1	64697	65194	-	-	-	S101447_RS00325	WP_087635130.1	165	DUF934 domain-containing protein
chr	NZ_CP021524.1	65172	66863	-	-	-	S101447_RS00330	WP_087635131.1	563	nitrite/sulfite reductase
chr	NZ_CP021524.1	66897	67238	-	-	-	S101447_RS00335	WP_003628795.1	113	MULTISPECIES: DUF2849 domain-containing protein
chr	NZ_CP021524.1	67430	69310	-	-	cysC	S101447_RS00340	WP_087635132.1	626	adenylyl-sulfate kinase
chr	NZ_CP021524.1	69339	70133	-	-	-	S101447_RS00345	WP_003628792.1	264	MULTISPECIES: sulfate adenylyltransferase subunit 2
chr	NZ_CP021524.1	70198	70962	-	-	-	S101447_RS00350	WP_019090244.1	254	MULTISPECIES: phosphoadenylyl-sulfate reductase
chr	NZ_CP021524.1	71285	71560	-	-	-	S101447_RS00355	WP_019090243.1	91	MULTISPECIES: DUF333 domain-containing protein
chr	NZ_CP021524.1	71730	72740	+	-	bioB	S101447_RS00360	WP_019090242.1	336	MULTISPECIES: biotin synthase BioB
chr	NZ_CP021524.1	72744	73394	+	-	queE	S101447_RS00365	WP_070322989.1	216	7-carboxy-7-deazaguanine synthase
chr	NZ_CP021524.1	73397	74137	+	-	queC	S101447_RS00370	WP_070322988.1	246	7-cyano-7-deazaguanine synthase QueC
chr	NZ_CP021524.1	74130	74678	+	-	-	S101447_RS00375	WP_087635133.1	182	6-pyruvoyl tetrahydropterin synthase
chr	NZ_CP021524.1	74727	76226	-	-	-	S101447_RS00380	WP_087636346.1	499	malate:quinone oxidoreductase
chr	NZ_CP021524.1	76514	76948	+	-	-	S101447_RS00385	WP_019090237.1	144	MULTISPECIES: OsmC family peroxiredoxin
chr	NZ_CP021524.1	76965	78035	-	-	-	S101447_RS00390	WP_087635134.1	356	chorismate synthase
chr	NZ_CP021524.1	78045	78884	-	-	-	S101447_RS00395	WP_003623523.1	279	MULTISPECIES: enoyl
chr	NZ_CP021524.1	79073	79711	+	-	pdxH	S101447_RS00400	WP_044583108.1	212	MULTISPECIES: pyridoxamine 5\'-phosphate oxidase
chr	NZ_CP021524.1	79766	80644	+	-	-	S101447_RS00405	WP_070325161.1	292	universal stress protein
chr	NZ_CP021524.1	80693	81502	-	-	-	S101447_RS00410	WP_087635135.1	269	MBL fold metallo-hydrolase
chr	NZ_CP021524.1	81519	82331	-	-	-	S101447_RS00415	WP_087635136.1	270	TatD family deoxyribonuclease
chr	NZ_CP021524.1	82331	83869	-	-	-	S101447_RS00420	WP_087635137.1	512	methionine--tRNA ligase
chr	NZ_CP021524.1	83866	84810	-	-	-	S101447_RS00425	WP_087636347.1	314	DNA polymerase III subunit delta\'
chr	NZ_CP021524.1	84815	85459	-	-	tmk	S101447_RS00430	WP_070322982.1	214	dTMP kinase
chr	NZ_CP021524.1	85463	86683	-	-	-	S101447_RS00435	WP_012812868.1	406	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase
chr	NZ_CP021524.1	86690	87556	-	-	-	S101447_RS00440	WP_087635138.1	288	SPOR domain-containing protein
chr	NZ_CP021524.1	87553	88548	-	-	-	S101447_RS00445	WP_087635139.1	331	lytic murein transglycosylase
chr	NZ_CP021524.1	88777	89343	+	-	-	S101447_RS00450	WP_019090226.1	188	MULTISPECIES: hypothetical protein
chr	NZ_CP021524.1	89340	90404	+	-	-	S101447_RS00455	WP_070322978.1	354	ATP-grasp domain-containing protein
chr	NZ_CP021524.1	90406	91932	-	-	-	S101447_RS00460	WP_087635140.1	508	amino acid permease
chr	NZ_CP021524.1	91949	92797	-	-	-	S101447_RS00465	WP_070322976.1	282	undecaprenyl-diphosphate phosphatase
chr	NZ_CP021524.1	92827	93378	+	-	-	S101447_RS00470	WP_019090222.1	183	MULTISPECIES: MCE family protein
chr	NZ_CP021524.1	93734	94165	-	-	-	S101447_RS00480	WP_087635141.1	143	DUF4167 domain-containing protein
chr	NZ_CP021524.1	94100	94390	+	-	-	S101447_RS00485	WP_087635142.1	96	hypothetical protein
chr	NZ_CP021524.1	94426	95304	-	-	prmC	S101447_RS00490	WP_087635143.1	292	peptide chain release factor N(5)-glutamine methyltransferase
chr	NZ_CP021524.1	95342	95806	+	-	-	S101447_RS00495	WP_087635144.1	154	hypothetical protein
chr	NZ_CP021524.1	95803	96861	-	-	-	S101447_RS00500	WP_019090218.1	352	MULTISPECIES: peptide chain release factor 1
chr	NZ_CP021524.1	96858	98141	-	-	-	S101447_RS00505	WP_087635145.1	427	histidine--tRNA ligase
chr	NZ_CP021524.1	98233	99393	-	-	-	S101447_RS00510	WP_019090216.1	386	MULTISPECIES: flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
chr	NZ_CP021524.1	99530	100810	-	-	-	S101447_RS00515	WP_087635146.1	426	helix-turn-helix domain-containing protein
chr	NZ_CP021524.1	100797	101882	-	-	-	S101447_RS00520	WP_070324161.1	361	2-nitropropane dioxygenase
chr	NZ_CP021524.1	101872	103125	-	-	-	S101447_RS00525	WP_044583128.1	417	MULTISPECIES: aspartate kinase
chr	NZ_CP021524.1	103298	104038	+	-	-	S101447_RS00530	WP_019090212.1	246	MULTISPECIES: bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
chr	NZ_CP021524.1	104091	105353	-	-	-	S101447_RS00535	WP_019090211.1	420	MULTISPECIES: lactonase family protein
chr	NZ_CP021524.1	105384	105896	-	-	-	S101447_RS00540	WP_087635147.1	170	DUF2147 domain-containing protein
chr	NZ_CP021524.1	106028	106513	-	-	-	S101447_RS00545	WP_087635148.1	161	DUF1178 family protein
chr	NZ_CP021524.1	106534	106800	-	-	grxC	S101447_RS00550	WP_087636348.1	88	glutaredoxin 3
chr	NZ_CP021524.1	106850	107617	-	-	-	S101447_RS00555	WP_087635149.1	255	ComF family protein
chr	NZ_CP021524.1	107690	108565	+	-	-	S101447_RS00560	WP_087635150.1	291	methyltransferase domain-containing protein
chr	NZ_CP021524.1	108578	109594	-	-	moaA	S101447_RS00565	WP_087635151.1	338	GTP 3\',8-cyclase MoaA
chr	NZ_CP021524.1	109734	111143	-	-	-	S101447_RS00570	WP_087635152.1	469	phosphomannomutase/phosphoglucomutase
chr	NZ_CP021524.1	111143	112033	-	-	galU	S101447_RS00575	WP_003623457.1	296	MULTISPECIES: UTP--glucose-1-phosphate uridylyltransferase GalU
chr	NZ_CP021524.1	112531	113232	+	-	-	S101447_RS00585	WP_019090201.1	233	MULTISPECIES: lipoyl(octanoyl) transferase LipB
chr	NZ_CP021524.1	113213	113785	-	-	-	S101447_RS00590	WP_019090200.1	190	MULTISPECIES: membrane protein
chr	NZ_CP021524.1	113785	114123	-	-	-	S101447_RS00595	WP_087635153.1	112	BolA family transcriptional regulator
chr	NZ_CP021524.1	114175	114795	+	-	-	S101447_RS00600	WP_019090198.1	206	MULTISPECIES: molecular chaperone DnaJ
chr	NZ_CP021524.1	114884	115891	+	-	cobS	S101447_RS00605	WP_087635154.1	335	cobaltochelatase subunit CobS
chr	NZ_CP021524.1	115905	117821	+	-	cobT	S101447_RS00610	WP_087635155.1	638	cobaltochelatase subunit CobT
chr	NZ_CP021524.1	117853	119298	-	-	-	S101447_RS00615	WP_087636349.1	481	cytochrome D ubiquinol oxidase subunit I
chr	NZ_CP021524.1	119323	120318	-	-	-	S101447_RS00620	WP_087635156.1	331	bile acid:sodium symporter
chr	NZ_CP021524.1	120355	121305	+	-	-	S101447_RS00625	WP_087635157.1	316	hypothetical protein
chr	NZ_CP021524.1	121356	124832	-	-	mfd	S101447_RS00630	WP_087635158.1	1158	transcription-repair coupling factor
chr	NZ_CP021524.1	124910	125239	-	-	-	S101447_RS00635	WP_003623435.1	109	MULTISPECIES: succinate dehydrogenase assembly factor 2
chr	NZ_CP021524.1	125309	127456	+	-	-	S101447_RS00640	WP_087635159.1	715	ATP-dependent DNA helicase RecG
chr	NZ_CP021524.1	127469	128074	-	-	-	S101447_RS00645	WP_019090190.1	201	MULTISPECIES: thiamine phosphate synthase
chr	NZ_CP021524.1	128071	128847	-	-	-	S101447_RS00650	WP_019090189.1	258	MULTISPECIES: thiazole synthase
chr	NZ_CP021524.1	128852	129049	-	-	thiS	S101447_RS00655	WP_019090188.1	65	MULTISPECIES: sulfur carrier protein ThiS
chr	NZ_CP021524.1	129063	130034	-	-	thiO	S101447_RS00660	WP_026019495.1	323	MULTISPECIES: glycine oxidase ThiO
chr	NZ_CP021524.1	130136	130612	-	-	-	S101447_RS00665	WP_087635160.1	158	DUF3429 domain-containing protein
chr	NZ_CP021524.1	130795	132075	+	-	-	S101447_RS00670	WP_019090184.1	426	MULTISPECIES: phosphopyruvate hydratase
chr	NZ_CP021524.1	132246	132575	+	-	-	S101447_RS00675	WP_003623018.1	109	MULTISPECIES: septation inhibitor protein
chr	NZ_CP021524.1	132688	132855	-	-	rpmG	S101447_RS00680	WP_003623017.1	55	MULTISPECIES: 50S ribosomal protein L33
chr	NZ_CP021524.1	132925	134199	+	-	-	S101447_RS00685	WP_087635161.1	424	molybdopterin molybdotransferase MoeA
chr	NZ_CP021524.1	134286	134936	+	-	-	S101447_RS00690	WP_019090182.1	216	MULTISPECIES: transcriptional repressor LexA
chr	NZ_CP021524.1	134991	136388	-	-	bioD	S101447_RS00695	WP_087635162.1	465	dethiobiotin synthase
chr	NZ_CP021524.1	136385	137077	-	-	-	S101447_RS00700	WP_070322954.1	230	alpha/beta fold hydrolase
chr	NZ_CP021524.1	137077	138258	-	-	-	S101447_RS00705	WP_087635163.1	393	8-amino-7-oxononanoate synthase
chr	NZ_CP021524.1	138301	139608	+	-	-	S101447_RS00710	WP_087635164.1	435	adenosylmethionine--8-amino-7-oxononanoate transaminase
chr	NZ_CP021524.1	139611	140081	-	-	-	S101447_RS00715	WP_019090177.1	156	MULTISPECIES: molybdenum cofactor biosynthesis protein MoaE
chr	NZ_CP021524.1	140087	140350	-	-	moaD	S101447_RS00720	WP_087635165.1	87	molybdopterin converting factor subunit 1
chr	NZ_CP021524.1	140415	140942	-	-	-	S101447_RS00725	WP_019090175.1	175	MULTISPECIES: hypothetical protein
chr	NZ_CP021524.1	141128	141697	-	-	pgsA	S101447_RS00730	WP_003623001.1	189	MULTISPECIES: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chr	NZ_CP021524.1	141800	143713	-	-	-	S101447_RS00735	WP_087635166.1	637	excinuclease ABC subunit UvrC
chr	NZ_CP021524.1	143971	145032	-	-	-	S101447_RS00740	WP_087635167.1	353	membrane dipeptidase
chr	NZ_CP021524.1	145138	145950	+	-	-	S101447_RS00745	WP_087635168.1	270	exodeoxyribonuclease III
chr	NZ_CP021524.1	146007	150236	-	-	-	S101447_RS00750	WP_087635169.1	1409	DUF490 domain-containing protein
chr	NZ_CP021524.1	150236	152164	-	-	-	S101447_RS00755	WP_019090170.1	642	MULTISPECIES: outer membrane protein assembly factor
chr	NZ_CP021524.1	152417	153508	+	-	-	S101447_RS00760	WP_087635170.1	363	1-acyl-sn-glycerol-3-phosphate acyltransferase
chr	NZ_CP021524.1	153713	155098	+	-	-	S101447_RS00765	WP_087636350.1	461	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
chr	NZ_CP021524.1	155128	156180	+	-	-	S101447_RS00770	WP_044583126.1	350	MULTISPECIES: PhoH family protein
chr	NZ_CP021524.1	156197	156703	+	-	ybeY	S101447_RS00775	WP_087636351.1	168	rRNA maturation RNase YbeY
chr	NZ_CP021524.1	156700	157644	+	-	-	S101447_RS00780	WP_087635171.1	314	HlyC/CorC family transporter
chr	NZ_CP021524.1	157717	158337	+	-	-	S101447_RS00785	WP_019090163.1	206	MULTISPECIES: thiol:disulfide interchange protein
chr	NZ_CP021524.1	158377	162924	+	-	-	S101447_RS00790	WP_087635172.1	1515	chromosome segregation protein SMC
chr	NZ_CP021524.1	162911	163669	+	-	-	S101447_RS00795	WP_019090161.1	252	MULTISPECIES: hypothetical protein
chr	NZ_CP021524.1	163755	165272	-	-	-	S101447_RS00800	WP_019090160.1	505	MULTISPECIES: acetyl-CoA hydrolase/transferase family protein
chr	NZ_CP021524.1	165580	166311	+	-	-	S101447_RS00805	WP_019090158.1	243	MULTISPECIES: phosphatase
chr	NZ_CP021524.1	166378	166707	+	-	-	S101447_RS00810	WP_003622972.1	109	MULTISPECIES: chorismate mutase
chr	NZ_CP021524.1	166717	167241	+	-	-	S101447_RS00815	WP_087635173.1	174	phosphohistidine phosphatase
chr	NZ_CP021524.1	167394	168704	+	-	gltA	S101447_RS00820	WP_019090156.1	436	MULTISPECIES: citrate (Si)-synthase
chr	NZ_CP021524.1	168868	169107	-	-	-	S101447_RS00825	WP_003622965.1	79	MULTISPECIES: hypothetical protein
chr	NZ_CP021524.1	169354	170109	+	-	-	S101447_RS00830	WP_012812827.1	251	MULTISPECIES: orotate phosphoribosyltransferase
chr	NZ_CP021524.1	170114	170962	+	-	-	S101447_RS00835	WP_087635174.1	282	glutamate racemase
chr	NZ_CP021524.1	170999	172069	-	-	-	S101447_RS00840	WP_019090153.1	356	MULTISPECIES: polyprenyl synthetase family protein
chr	NZ_CP021524.1	172187	172942	+	-	-	S101447_RS00845	WP_070322936.1	251	methyltransferase
chr	NZ_CP021524.1	172948	173967	-	-	-	S101447_RS00850	WP_003622956.1	339	MULTISPECIES: ribonucleotide-diphosphate reductase subunit beta
chr	NZ_CP021524.1	174041	175972	-	-	-	S101447_RS00855	WP_070322935.1	643	ribonucleoside-diphosphate reductase subunit alpha
chr	NZ_CP021524.1	176175	177152	-	-	-	S101447_RS00860	WP_087635175.1	325	Gfo/Idh/MocA family oxidoreductase
chr	NZ_CP021524.1	177393	178952	+	-	secD	S101447_RS00865	WP_087635176.1	519	protein translocase subunit SecD
chr	NZ_CP021524.1	178965	179915	+	-	secF	S101447_RS00870	WP_087635177.1	316	protein translocase subunit SecF
chr	NZ_CP021524.1	179989	180393	-	-	-	S101447_RS00875	WP_087635178.1	134	hypothetical protein
chr	NZ_CP021524.1	180478	180957	-	-	-	S101447_RS00880	WP_019090146.1	159	MULTISPECIES: large conductance mechanosensitive channel protein MscL
chr	NZ_CP021524.1	181246	181476	+	-	rpmE	S101447_RS00885	WP_019090144.1	76	MULTISPECIES: 50S ribosomal protein L31
chr	NZ_CP021524.1	181659	182165	+	-	-	S101447_RS00890	WP_087635179.1	168	Hsp20 family protein
chr	NZ_CP021524.1	182409	183002	+	-	-	S101447_RS00895	WP_026019489.1	197	MULTISPECIES: DUF1013 domain-containing protein
chr	NZ_CP021524.1	183070	183234	-	-	-	S101447_RS00900	WP_080585990.1	54	MULTISPECIES: DUF465 domain-containing protein
chr	NZ_CP021524.1	183474	183680	+	-	-	S101447_RS00905	WP_019090139.1	68	MULTISPECIES: DUF465 domain-containing protein
chr	NZ_CP021524.1	183725	184273	+	-	purE	S101447_RS00910	WP_019090138.1	182	MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide mutase
chr	NZ_CP021524.1	184270	185451	+	-	-	S101447_RS00915	WP_019090137.1	393	MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide synthase
chr	NZ_CP021524.1	185474	186238	-	-	-	S101447_RS00920	WP_019090136.1	254	MULTISPECIES: DNA repair protein RadC
chr	NZ_CP021524.1	186235	187059	-	-	-	S101447_RS00925	WP_019090135.1	274	MULTISPECIES: DNA repair protein RadC
chr	NZ_CP021524.1	186985	189336	+	-	-	S101447_RS00930	WP_087635180.1	783	DNA helicase II
chr	NZ_CP021524.1	189336	190256	+	-	-	S101447_RS00935	WP_019090133.1	306	MULTISPECIES: methyltransferase domain-containing protein
chr	NZ_CP021524.1	190298	192079	+	-	-	S101447_RS00940	WP_087635181.1	593	aminopeptidase P family protein
chr	NZ_CP021524.1	192177	193208	+	-	-	S101447_RS00945	WP_019090131.1	343	MULTISPECIES: isocitrate dehydrogenase
chr	NZ_CP021524.1	193308	194045	+	-	-	S101447_RS00950	WP_087635182.1	245	phosphohydrolase
chr	NZ_CP021524.1	194064	195611	-	-	-	S101447_RS00955	WP_087635183.1	515	peptide chain release factor 3
chr	NZ_CP021524.1	195711	196328	-	-	-	S101447_RS00960	WP_003622919.1	205	MULTISPECIES: 30S ribosomal protein S4
chr	NZ_CP021524.1	196511	197152	+	-	-	S101447_RS00965	WP_019090128.1	213	MULTISPECIES: HdeD family acid-resistance protein
chr	NZ_CP021524.1	197233	199833	-	-	-	S101447_RS00970	WP_019090127.1	866	MULTISPECIES: sodium:proton antiporter
chr	NZ_CP021524.1	199832	200017	+	-	-	S101447_RS00975	WP_087635184.1	61	hypothetical protein
chr	NZ_CP021524.1	199948	200340	+	-	-	S101447_RS00980	WP_026019486.1	130	MULTISPECIES: hypothetical protein
chr	NZ_CP021524.1	200463	202172	+	-	-	S101447_RS00985	WP_087635185.1	569	ABC transporter substrate-binding protein
chr	NZ_CP021524.1	202271	203317	-	-	pstS	S101447_RS00990	WP_019090124.1	348	MULTISPECIES: phosphate ABC transporter substrate-binding protein PstS
chr	NZ_CP021524.1	203338	205797	-	-	-	S101447_RS00995	WP_087635186.1	819	phenylalanine--tRNA ligase subunit beta
chr	NZ_CP021524.1	205801	206871	-	-	-	S101447_RS01000	WP_019090122.1	356	MULTISPECIES: phenylalanine--tRNA ligase subunit alpha
chr	NZ_CP021524.1	207036	207395	-	-	-	S101447_RS01005	WP_003622900.1	119	MULTISPECIES: 50S ribosomal protein L20
chr	NZ_CP021524.1	207410	207610	-	-	-	S101447_RS01010	WP_003622898.1	66	MULTISPECIES: 50S ribosomal protein L35
chr	NZ_CP021524.1	207832	209304	+	-	-	S101447_RS01015	WP_087635187.1	490	mannitol dehydrogenase family protein
chr	NZ_CP021524.1	209704	211032	+	-	-	S101447_RS01020	WP_019090119.1	442	MULTISPECIES: cytochrome c
chr	NZ_CP021524.1	211053	211529	+	-	-	S101447_RS01025	WP_019090118.1	158	MULTISPECIES: (2Fe-2S)-binding protein
chr	NZ_CP021524.1	211522	213849	+	-	-	S101447_RS01030	WP_019090117.1	775	MULTISPECIES: xanthine dehydrogenase family protein molybdopterin-binding subunit
chr	NZ_CP021524.1	213976	214419	-	-	-	S101447_RS01035	WP_019090116.1	147	MULTISPECIES: SufE family protein
chr	NZ_CP021524.1	214419	215732	-	-	-	S101447_RS01040	WP_019090115.1	437	MULTISPECIES: ATP-dependent protease ATPase subunit HslU
chr	NZ_CP021524.1	215732	216331	-	-	-	S101447_RS01045	WP_006115974.1	199	MULTISPECIES: ATP-dependent protease subunit HslV
chr	NZ_CP021524.1	216378	218378	-	-	-	S101447_RS01050	WP_019090114.1	666	MULTISPECIES: response regulator
chr	NZ_CP021524.1	218362	220197	-	-	-	S101447_RS01055	WP_044583103.1	611	MULTISPECIES: response regulator
chr	NZ_CP021524.1	220448	220843	+	-	-	S101447_RS01060	WP_019090112.1	131	MULTISPECIES: hypothetical protein
chr	NZ_CP021524.1	220897	221994	-	-	-	S101447_RS01065	WP_087635188.1	365	hypothetical protein
