#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP023657.1	83190	84140	+	-	-	CPF11_RS00490	WP_006115539.1	316	MULTISPECIES: head protein
chr	NZ_CP023657.1	84143	84538	+	-	-	CPF11_RS00495	WP_006115538.1	131	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	84538	84960	+	-	-	CPF11_RS00500	WP_006115537.1	140	MULTISPECIES: DUF1320 domain-containing protein
chr	NZ_CP023657.1	84954	85583	+	-	-	CPF11_RS00505	WP_035353510.1	209	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	85580	85789	+	-	-	CPF11_RS00510	WP_035353513.1	69	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	85786	87273	+	-	-	CPF11_RS00515	WP_006115536.1	495	MULTISPECIES: Mu-like prophage FluMu tail sheath protein
chr	NZ_CP023657.1	87276	87635	+	-	-	CPF11_RS00520	WP_006115535.1	119	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	87632	87997	+	-	-	CPF11_RS00525	WP_035353516.1	121	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	88116	90308	+	-	-	CPF11_RS00530	WP_006115534.1	730	MULTISPECIES: phage tail tape measure protein
chr	NZ_CP023657.1	90305	91717	+	-	-	CPF11_RS00535	WP_006115533.1	470	MULTISPECIES: Mu-Like Prophage DNA Circulation protein-Like protein
chr	NZ_CP023657.1	91714	93075	+	-	-	CPF11_RS00540	WP_035353519.1	453	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	93072	93644	+	-	-	CPF11_RS00545	WP_006115531.1	190	MULTISPECIES: phage baseplate assembly protein V
chr	NZ_CP023657.1	93699	94181	+	-	-	CPF11_RS00550	WP_081461408.1	160	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	94133	95254	+	-	-	CPF11_RS00555	WP_006115530.1	373	MULTISPECIES: baseplate J/gp47 family protein
chr	NZ_CP023657.1	95251	95805	+	-	-	CPF11_RS00560	WP_050793096.1	184	MULTISPECIES: DUF2313 domain-containing protein
chr	NZ_CP023657.1	95805	96890	+	-	-	CPF11_RS00565	WP_006115528.1	361	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	96887	97204	+	-	-	CPF11_RS00570	WP_035353526.1	105	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	97201	99708	+	-	-	CPF11_RS00575	WP_006115527.1	835	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	99698	100540	+	-	-	CPF11_RS00580	WP_035353529.1	280	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	100537	100917	+	-	-	CPF11_RS00585	WP_039891540.1	126	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	101758	102993	+	-	-	CPF11_RS00595	WP_035353243.1	411	MULTISPECIES: PepSY domain-containing protein
chr	NZ_CP023657.1	102993	103244	+	-	-	CPF11_RS00600	WP_035353246.1	83	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	103241	103990	+	-	exbB	CPF11_RS00605	WP_006115524.1	249	MULTISPECIES: tonB-system energizer ExbB
chr	NZ_CP023657.1	103996	104478	+	-	exbD	CPF11_RS00610	WP_006115523.1	160	MULTISPECIES: TonB system transport protein ExbD
chr	NZ_CP023657.1	104475	105332	+	-	-	CPF11_RS00615	WP_006115522.1	285	MULTISPECIES: energy transducer TonB
chr	NZ_CP023657.1	105377	105892	+	-	-	CPF11_RS00620	WP_006115521.1	171	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	106041	107414	-	-	-	CPF11_RS00625	WP_006115520.1	457	MULTISPECIES: divalent metal cation transporter
chr	NZ_CP023657.1	107605	108081	+	-	-	CPF11_RS00630	WP_035353249.1	158	MULTISPECIES: manganese-binding transcriptional regulator MntR
chr	NZ_CP023657.1	108761	109666	+	-	-	CPF11_RS00640	WP_035353276.1	301	MULTISPECIES: hemin receptor
chr	NZ_CP023657.1	109663	110712	+	-	-	CPF11_RS00645	WP_006115517.1	349	MULTISPECIES: iron ABC transporter permease
chr	NZ_CP023657.1	110709	111518	+	-	-	CPF11_RS00650	WP_006115516.1	269	MULTISPECIES: ATP-binding cassette domain-containing protein
chr	NZ_CP023657.1	111542	111862	+	-	-	CPF11_RS00655	WP_006115515.1	106	antibiotic biosynthesis monooxygenase
chr	NZ_CP023657.1	111944	112531	-	-	-	CPF11_RS00660	WP_006115514.1	195	MULTISPECIES: heme oxygenase
chr	NZ_CP023657.1	112690	115011	+	-	-	CPF11_RS00665	WP_006115513.1	773	MULTISPECIES: TonB-dependent hemoglobin/transferrin/lactoferrin family receptor
chr	NZ_CP023657.1	115144	115764	-	-	-	CPF11_RS00670	WP_035353252.1	206	MULTISPECIES: nitroreductase
chr	NZ_CP023657.1	115797	116948	-	-	-	CPF11_RS00675	WP_006115511.1	383	MULTISPECIES: acyl-CoA dehydrogenase
chr	NZ_CP023657.1	117591	118754	+	-	ssuD	CPF11_RS00685	WP_006115510.1	387	MULTISPECIES: FMNH2-dependent alkanesulfonate monooxygenase
chr	NZ_CP023657.1	118786	124812	-	-	-	CPF11_RS00690	WP_035353258.1	2008	MULTISPECIES: DUF3320 domain-containing protein
chr	NZ_CP023657.1	124980	125924	-	-	-	CPF11_RS00695	WP_006115508.1	314	MULTISPECIES: alpha/beta hydrolase
chr	NZ_CP023657.1	126102	127904	-	-	atzF	CPF11_RS00700	WP_035353260.1	600	MULTISPECIES: allophanate hydrolase
chr	NZ_CP023657.1	127945	131484	-	-	-	CPF11_RS00705	WP_006115506.1	1179	MULTISPECIES: 5-oxoprolinase/urea amidolyase family protein
chr	NZ_CP023657.1	131503	132147	-	-	-	CPF11_RS00710	WP_003624240.1	214	MULTISPECIES: DUF1989 domain-containing protein
chr	NZ_CP023657.1	132164	132967	-	-	-	CPF11_RS00715	WP_035353262.1	267	MULTISPECIES: DUF1989 domain-containing protein
chr	NZ_CP023657.1	133014	133493	-	-	-	CPF11_RS00720	WP_006115504.1	159	MULTISPECIES: CopG family transcriptional regulator
chr	NZ_CP023657.1	133505	134419	-	-	-	CPF11_RS00725	WP_035353265.1	304	MULTISPECIES: ABC transporter ATP-binding protein
chr	NZ_CP023657.1	134419	135381	-	-	-	CPF11_RS00730	WP_006115502.1	320	MULTISPECIES: ABC transporter permease
chr	NZ_CP023657.1	135402	136391	-	-	-	CPF11_RS00735	WP_006115501.1	329	MULTISPECIES: transporter substrate-binding domain-containing protein
chr	NZ_CP023657.1	136615	138504	-	-	-	CPF11_RS00740	WP_035353267.1	629	MULTISPECIES: N-acyl-D-glutamate deacylase
chr	NZ_CP023657.1	138669	139853	-	-	-	CPF11_RS00745	WP_035353270.1	394	MULTISPECIES: MFS transporter
chr	NZ_CP023657.1	140261	140566	+	-	-	CPF11_RS00755	WP_081461407.1	101	MULTISPECIES: nuclear transport factor 2 family protein
chr	NZ_CP023657.1	140838	142985	-	-	-	CPF11_RS00760	WP_035353273.1	715	MULTISPECIES: AsmA family protein
chr	NZ_CP023657.1	143289	144731	+	-	-	CPF11_RS00765	WP_006115496.1	480	MULTISPECIES: DUF2252 domain-containing protein
chr	NZ_CP023657.1	144907	145488	+	-	-	CPF11_RS00770	WP_035353741.1	193	MULTISPECIES: TetR/AcrR family transcriptional regulator
chr	NZ_CP023657.1	145485	145814	+	-	-	CPF11_RS00775	WP_006115494.1	109	MULTISPECIES: quaternary ammonium transporter
chr	NZ_CP023657.1	146081	147466	+	-	-	CPF11_RS00780	WP_006115870.1	461	MULTISPECIES: IS1380 family transposase
chr	NZ_CP023657.1	147645	148625	+	-	-	CPF11_RS00785	WP_096884252.1	326	efflux RND transporter periplasmic adaptor subunit
chr	NZ_CP023657.1	148622	151666	+	-	-	CPF11_RS00790	WP_006115492.1	1014	MULTISPECIES: efflux RND transporter permease subunit
chr	NZ_CP023657.1	151666	153114	+	-	-	CPF11_RS00795	WP_035353762.1	482	MULTISPECIES: TolC family protein
chr	NZ_CP023657.1	153134	154450	-	-	-	CPF11_RS00800	WP_035353744.1	438	MULTISPECIES: Hsp70 family protein
chr	NZ_CP023657.1	154507	155154	-	-	-	CPF11_RS00805	WP_035353765.1	215	MULTISPECIES: SOS response-associated peptidase
chr	NZ_CP023657.1	155175	155921	-	-	-	CPF11_RS00810	WP_006115489.1	248	MULTISPECIES: DUF72 domain-containing protein
chr	NZ_CP023657.1	155948	157708	-	-	-	CPF11_RS00815	WP_006115488.1	586	MULTISPECIES: ABC transporter ATP-binding protein/permease
chr	NZ_CP023657.1	157638	159965	-	-	-	CPF11_RS00820	WP_006115487.1	775	MULTISPECIES: TonB-dependent siderophore receptor
chr	NZ_CP023657.1	160023	160460	-	-	-	CPF11_RS00825	WP_035353767.1	145	MULTISPECIES: DUF2946 domain-containing protein
chr	NZ_CP023657.1	160787	161089	+	-	-	CPF11_RS00830	WP_006115485.1	100	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	161163	161966	-	-	thiD	CPF11_RS00835	WP_035353750.1	267	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
chr	NZ_CP023657.1	162327	162860	+	-	-	CPF11_RS00840	WP_006115483.1	177	MULTISPECIES: GNAT family N-acetyltransferase
chr	NZ_CP023657.1	162962	164302	-	-	-	CPF11_RS00845	WP_006115482.1	446	MULTISPECIES: amidohydrolase
chr	NZ_CP023657.1	164368	172926	-	-	-	CPF11_RS00850	WP_006115481.1	2852	MULTISPECIES: glycosyl transferase
chr	NZ_CP023657.1	172979	173197	-	-	-	CPF11_RS00855	WP_006115480.1	72	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	173441	173863	-	-	-	CPF11_RS00860	WP_006115479.1	140	MULTISPECIES: aminoacyl-tRNA hydrolase
chr	NZ_CP023657.1	174044	176179	+	-	-	CPF11_RS00865	WP_006115478.1	711	MULTISPECIES: catalase
chr	NZ_CP023657.1	176244	177479	-	-	nhaA	CPF11_RS00870	WP_006115477.1	411	MULTISPECIES: Na+/H+ antiporter NhaA
chr	NZ_CP023657.1	177580	178764	-	-	-	CPF11_RS00875	WP_006115476.1	394	MULTISPECIES: secretory lipase
chr	NZ_CP023657.1	178901	179482	+	-	-	CPF11_RS00880	WP_006115475.1	193	MULTISPECIES: TetR/AcrR family transcriptional regulator
chr	NZ_CP023657.1	179651	180205	+	-	-	CPF11_RS00885	WP_006115474.1	184	MULTISPECIES: TetR/AcrR family transcriptional regulator
chr	NZ_CP023657.1	180261	182423	+	-	shc	CPF11_RS00890	WP_006115473.1	720	MULTISPECIES: squalene--hopene cyclase
chr	NZ_CP023657.1	182542	183198	-	-	-	CPF11_RS00895	WP_050793095.1	218	MULTISPECIES: hypothetical protein
chr	NZ_CP023657.1	183307	184758	-	-	-	CPF11_RS00900	WP_006115471.1	483	MULTISPECIES: TolC family protein
chr	NZ_CP023657.1	184759	185886	-	-	-	CPF11_RS00905	WP_035353753.1	375	MULTISPECIES: ABC transporter permease
chr	NZ_CP023657.1	185886	188621	-	-	-	CPF11_RS00910	WP_006115469.1	911	MULTISPECIES: ABC transporter ATP-binding protein/permease
chr	NZ_CP023657.1	188621	189604	-	-	-	CPF11_RS00915	WP_035353773.1	327	MULTISPECIES: HlyD family efflux transporter periplasmic adaptor subunit
chr	NZ_CP023657.1	189984	190295	+	-	-	CPF11_RS00920	WP_006115467.1	103	MULTISPECIES: SelT/SelW/SelH family protein
chr	NZ_CP023657.1	190872	191582	+	-	-	CPF11_RS00925	WP_035353759.1	236	MULTISPECIES: energy transducer TonB
chr	NZ_CP023657.1	191690	192664	+	-	-	CPF11_RS00930	WP_089178348.1	324	MULTISPECIES: biopolymer transporter ExbB
chr	NZ_CP023657.1	192695	193114	+	-	-	CPF11_RS00935	WP_035351226.1	139	MULTISPECIES: biopolymer transporter ExbD
chr	NZ_CP023657.1	193168	193611	+	-	-	CPF11_RS00940	WP_063354054.1	147	MULTISPECIES: biopolymer transporter ExbD
chr	NZ_CP023657.1	193697	195289	+	-	-	CPF11_RS00945	WP_035351323.1	530	MULTISPECIES: gamma-glutamyltransferase family protein
chr	NZ_CP023657.1	195286	196608	-	-	guaD	CPF11_RS00950	WP_035351325.1	440	MULTISPECIES: guanine deaminase
chr	NZ_CP023657.1	196613	197515	-	-	-	CPF11_RS00955	WP_006115357.1	300	MULTISPECIES: LysR family transcriptional regulator
chr	NZ_CP023657.1	197672	199090	+	-	-	CPF11_RS00960	WP_006115356.1	472	MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP023657.1	199118	200011	+	-	-	CPF11_RS00965	WP_006115355.1	297	MULTISPECIES: allantoinase PuuE
chr	NZ_CP023657.1	200008	200517	+	-	uraD	CPF11_RS00970	WP_081461403.1	169	MULTISPECIES: 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
chr	NZ_CP023657.1	200514	200846	+	-	uraH	CPF11_RS00975	WP_006115353.1	110	MULTISPECIES: hydroxyisourate hydrolase
chr	NZ_CP023657.1	200850	202310	+	-	-	CPF11_RS00980	WP_006115352.1	486	MULTISPECIES: purine permease
chr	NZ_CP023657.1	202346	203827	+	-	xdhA	CPF11_RS00985	WP_006115351.1	493	MULTISPECIES: xanthine dehydrogenase small subunit
chr	NZ_CP023657.1	203754	206168	+	-	xdhB	CPF11_RS00990	WP_006115350.1	804	xanthine dehydrogenase molybdopterin binding subunit
chr	NZ_CP023657.1	206178	206993	+	-	xdhC	CPF11_RS00995	WP_035351691.1	271	MULTISPECIES: xanthine dehydrogenase accessory protein XdhC
chr	NZ_CP023657.1	206997	208352	-	-	-	CPF11_RS01000	WP_006115348.1	451	MULTISPECIES: AtzE family amidohydrolase
chr	NZ_CP023657.1	208349	208537	-	-	-	CPF11_RS01005	WP_035351333.1	62	MULTISPECIES: DUF4089 domain-containing protein
chr	NZ_CP023657.1	208550	208954	-	-	-	CPF11_RS01010	WP_035351335.1	134	MULTISPECIES: oxalurate catabolism protein HpxZ
chr	NZ_CP023657.1	208972	210213	-	-	-	CPF11_RS01015	WP_035351338.1	413	MULTISPECIES: alanine--glyoxylate aminotransferase family protein
chr	NZ_CP023657.1	210216	211541	-	-	-	CPF11_RS01020	WP_006115346.1	441	MULTISPECIES: allantoate amidohydrolase
chr	NZ_CP023657.1	211872	214211	+	-	-	CPF11_RS01025	WP_006115345.1	779	MULTISPECIES: TonB-dependent receptor
chr	NZ_CP023657.1	214278	215648	+	-	-	CPF11_RS01030	WP_006115344.1	456	MULTISPECIES: 8-oxoguanine deaminase
chr	NZ_CP023657.1	216915	217682	-	-	-	CPF11_RS01040	WP_006115342.1	255	MULTISPECIES: ABC transporter permease
chr	NZ_CP023657.1	217686	218477	-	-	-	CPF11_RS01045	WP_006115341.1	263	MULTISPECIES: ABC transporter ATP-binding protein
chr	NZ_CP023657.1	218514	219044	-	-	-	CPF11_RS01050	WP_006115340.1	176	MULTISPECIES: DUF2165 domain-containing protein
chr	NZ_CP023657.1	219193	220206	+	-	-	CPF11_RS01055	WP_006115339.1	337	MULTISPECIES: nitrate ABC transporter substrate-binding protein
chr	NZ_CP023657.1	220203	221573	+	-	-	CPF11_RS01060	WP_006115338.1	456	MULTISPECIES: amidohydrolase
chr	NZ_CP023657.1	221601	222473	-	-	-	CPF11_RS01065	WP_006115337.1	290	MULTISPECIES: PhzF family phenazine biosynthesis protein
chr	NZ_CP023657.1	222489	223457	-	-	-	CPF11_RS01070	WP_006115336.1	322	2-dehydropantoate 2-reductase
