#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP022699.1	40901	42412	-	-	-	CIW82_RS00210	WP_086896625.1	503	MULTISPECIES: succinate CoA transferase
chr	NZ_CP022699.1	42473	43660	-	-	-	CIW82_RS00215	WP_086896624.1	395	MULTISPECIES: acetyl-CoA C-acyltransferase
chr	NZ_CP022699.1	43691	44626	-	-	-	CIW82_RS00220	WP_086896623.1	311	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	44658	45407	-	-	-	CIW82_RS00225	WP_086896622.1	249	MULTISPECIES: electron transfer flavoprotein subunit beta/FixA family protein
chr	NZ_CP022699.1	45437	47209	-	-	-	CIW82_RS00230	WP_086896621.1	590	MULTISPECIES: acyl-CoA dehydrogenase
chr	NZ_CP022699.1	47237	49552	-	-	-	CIW82_RS00235	WP_086896620.1	771	MULTISPECIES: 3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
chr	NZ_CP022699.1	49598	51244	-	-	-	CIW82_RS00240	WP_086896619.1	548	MULTISPECIES: electron transfer flavoprotein-ubiquinone oxidoreductase
chr	NZ_CP022699.1	51428	52096	+	-	-	CIW82_RS00245	WP_081939109.1	222	MULTISPECIES: TetR/AcrR family transcriptional regulator
chr	NZ_CP022699.1	52830	58871	+	-	-	CIW82_RS00250	WP_086896618.1	2013	MULTISPECIES: DUF3320 domain-containing protein
chr	NZ_CP022699.1	58886	59284	-	-	-	CIW82_RS00255	WP_086896617.1	132	MULTISPECIES: type II toxin-antitoxin system VapC family toxin
chr	NZ_CP022699.1	60846	61151	-	-	-	CIW82_RS00265	WP_086896616.1	101	MULTISPECIES: IS66 family insertion sequence element accessory protein TnpB
chr	NZ_CP022699.1	61733	61975	-	-	-	CIW82_RS00275	WP_035381568.1	80	MULTISPECIES: type II toxin-antitoxin system Phd/YefM family antitoxin
chr	NZ_CP022699.1	64501	66912	+	-	-	CIW82_RS00290	WP_086896615.1	803	MULTISPECIES: TonB-dependent receptor
chr	NZ_CP022699.1	66949	69018	+	-	-	CIW82_RS00295	WP_086896614.1	689	MULTISPECIES: phospholipase C, phosphocholine-specific
chr	NZ_CP022699.1	69015	70259	+	-	-	CIW82_RS00300	WP_086896613.1	414	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	70380	71459	+	-	-	CIW82_RS00305	WP_086896612.1	359	MULTISPECIES: AraC family transcriptional regulator
chr	NZ_CP022699.1	71566	72942	+	-	-	CIW82_RS00310	WP_086896611.1	458	MULTISPECIES: ethanolamine ammonia-lyase subunit EutB
chr	NZ_CP022699.1	72939	73694	+	-	-	CIW82_RS00315	WP_097802313.1	251	ethanolamine ammonia-lyase subunit EutC
chr	NZ_CP022699.1	73691	75052	+	-	eat	CIW82_RS00320	WP_086896609.1	453	MULTISPECIES: ethanolamine permease
chr	NZ_CP022699.1	75413	75838	-	-	-	CIW82_RS00325	WP_086897554.1	141	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	76024	76791	-	-	-	CIW82_RS00330	WP_086897553.1	255	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	76999	77304	+	-	-	CIW82_RS00335	WP_086897552.1	101	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	77301	78131	+	-	-	CIW82_RS00340	WP_086897551.1	276	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	78128	78406	+	-	-	CIW82_RS00345	WP_086897550.1	92	MULTISPECIES: helix-turn-helix domain-containing protein
chr	NZ_CP022699.1	78403	78858	+	-	-	CIW82_RS00350	WP_086897549.1	151	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	78858	80816	+	-	-	CIW82_RS00355	WP_086897548.1	652	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	80842	81840	+	-	-	CIW82_RS00360	WP_086897547.1	332	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	81841	82062	+	-	-	CIW82_RS00365	WP_086897546.1	73	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	82059	82709	+	-	-	CIW82_RS00370	WP_086897545.1	216	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	82709	82996	+	-	-	CIW82_RS00375	WP_086897544.1	95	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	82996	83250	+	-	-	CIW82_RS00380	WP_086897543.1	84	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	83247	83555	+	-	-	CIW82_RS00385	WP_086897542.1	102	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	83552	83854	+	-	-	CIW82_RS00390	WP_086897541.1	100	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	83864	84490	+	-	-	CIW82_RS00395	WP_086897540.1	208	MULTISPECIES: DUF3164 family protein
chr	NZ_CP022699.1	84487	84780	+	-	-	CIW82_RS00400	WP_086897539.1	97	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	84777	85085	+	-	-	CIW82_RS00405	WP_086897538.1	102	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	85082	85408	+	-	-	CIW82_RS00410	WP_086897537.1	108	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	85381	85839	+	-	-	CIW82_RS00415	WP_086897536.1	152	MULTISPECIES: regulatory protein GemA
chr	NZ_CP022699.1	85836	86102	+	-	-	CIW82_RS00420	WP_086897535.1	88	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	86254	86631	+	-	-	CIW82_RS00425	WP_052051272.1	125	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	86694	87404	+	-	-	CIW82_RS00430	WP_086897534.1	236	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	87473	87907	+	-	-	CIW82_RS00435	WP_086897533.1	144	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	87912	88211	+	-	-	CIW82_RS00440	WP_035379150.1	99	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	88396	88701	+	-	-	CIW82_RS00445	WP_086897532.1	101	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	88705	89268	+	-	-	CIW82_RS00450	WP_086897531.1	187	MULTISPECIES: DUF3486 family protein
chr	NZ_CP022699.1	89331	90848	+	-	-	CIW82_RS00455	WP_086897558.1	505	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	90845	91087	+	-	-	CIW82_RS00460	WP_086897530.1	80	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	91087	91341	+	-	-	CIW82_RS00465	WP_086897529.1	84	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	91345	93069	+	-	-	CIW82_RS00470	WP_086897528.1	574	MULTISPECIES: DUF935 family protein
chr	NZ_CP022699.1	93062	94255	+	-	-	CIW82_RS00475	WP_086897527.1	397	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	94384	94902	+	-	-	CIW82_RS00480	WP_086897526.1	172	MULTISPECIES: phage virion morphogenesis protein
chr	NZ_CP022699.1	95096	96109	+	-	-	CIW82_RS00485	WP_086897525.1	337	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	96112	96561	+	-	-	CIW82_RS00490	WP_086897524.1	149	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	96570	97520	+	-	-	CIW82_RS00495	WP_086897523.1	316	MULTISPECIES: head protein
chr	NZ_CP022699.1	97522	97788	+	-	-	CIW82_RS00500	WP_086897522.1	88	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	97792	98214	+	-	-	CIW82_RS00505	WP_086897521.1	140	MULTISPECIES: DUF1320 domain-containing protein
chr	NZ_CP022699.1	98208	98825	+	-	-	CIW82_RS00510	WP_086897520.1	205	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	98822	99028	+	-	-	CIW82_RS00515	WP_086897519.1	68	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	99025	100512	+	-	-	CIW82_RS00520	WP_086897518.1	495	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	100514	100873	+	-	-	CIW82_RS00525	WP_086897517.1	119	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	100873	101208	+	-	-	CIW82_RS00530	WP_086897516.1	111	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	101347	103482	+	-	-	CIW82_RS00535	WP_086897515.1	711	MULTISPECIES: phage tail tape measure protein
chr	NZ_CP022699.1	103479	104903	+	-	-	CIW82_RS00540	WP_086897514.1	474	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	104900	106249	+	-	-	CIW82_RS00545	WP_086897513.1	449	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	106246	106836	+	-	-	CIW82_RS00550	WP_086897512.1	196	MULTISPECIES: phage baseplate assembly protein V
chr	NZ_CP022699.1	106894	107367	+	-	-	CIW82_RS00555	WP_086897511.1	157	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	107364	108437	+	-	-	CIW82_RS00560	WP_086897510.1	357	MULTISPECIES: baseplate J/gp47 family protein
chr	NZ_CP022699.1	108434	108976	+	-	-	CIW82_RS00565	WP_086897509.1	180	MULTISPECIES: DUF2313 domain-containing protein
chr	NZ_CP022699.1	108976	110220	+	-	-	CIW82_RS00570	WP_086897508.1	414	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	110217	110855	+	-	-	CIW82_RS00575	WP_086897507.1	212	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	110855	111172	+	-	-	CIW82_RS00580	WP_086897506.1	105	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	111169	111522	+	-	-	CIW82_RS00585	WP_086897505.1	117	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	111519	113501	+	-	-	CIW82_RS00590	WP_086897504.1	660	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	113501	113926	+	-	-	CIW82_RS00595	WP_086897503.1	141	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	113976	114782	+	-	-	CIW82_RS00600	WP_086897502.1	268	MULTISPECIES: DNA adenine methylase
chr	NZ_CP022699.1	115157	116962	-	-	-	CIW82_RS00605	WP_086896608.1	601	MULTISPECIES: amidohydrolase
chr	NZ_CP022699.1	117116	117388	+	-	-	CIW82_RS00610	WP_086896607.1	90	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	117431	117619	-	-	-	CIW82_RS00615	WP_086896606.1	62	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	117718	119154	-	-	-	CIW82_RS00620	WP_086896605.1	478	MULTISPECIES: efflux transporter outer membrane subunit
chr	NZ_CP022699.1	119151	122279	-	-	-	CIW82_RS00625	WP_086896604.1	1042	MULTISPECIES: efflux RND transporter permease subunit
chr	NZ_CP022699.1	122266	123360	-	-	-	CIW82_RS00630	WP_086896603.1	364	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit
chr	NZ_CP022699.1	123357	124043	-	-	-	CIW82_RS00635	WP_086896602.1	228	MULTISPECIES: helix-turn-helix transcriptional regulator
chr	NZ_CP022699.1	124666	125130	-	-	-	CIW82_RS00640	WP_086896637.1	154	MULTISPECIES: winged helix-turn-helix transcriptional regulator
chr	NZ_CP022699.1	125285	126301	+	-	-	CIW82_RS00645	WP_061471457.1	338	MULTISPECIES: 1-aminocyclopropane-1-carboxylate deaminase
chr	NZ_CP022699.1	126442	127863	-	-	-	CIW82_RS00650	WP_086896636.1	473	MULTISPECIES: amidohydrolase
chr	NZ_CP022699.1	127903	129078	-	-	-	CIW82_RS00655	WP_086896601.1	391	MULTISPECIES: amidohydrolase
chr	NZ_CP022699.1	129112	130449	-	-	-	CIW82_RS00660	WP_086896600.1	445	MULTISPECIES: MFS transporter
chr	NZ_CP022699.1	130628	132085	-	-	-	CIW82_RS00665	WP_086896599.1	485	MULTISPECIES: M81 family metallopeptidase
chr	NZ_CP022699.1	132109	133083	-	-	-	CIW82_RS00670	WP_086896598.1	324	MULTISPECIES: GTP-binding protein
chr	NZ_CP022699.1	133080	134594	-	-	-	CIW82_RS00675	WP_086896597.1	504	MULTISPECIES: D-glutamate deacylase
chr	NZ_CP022699.1	134575	135900	-	-	-	CIW82_RS00680	WP_086896635.1	441	MULTISPECIES: CapA family protein
chr	NZ_CP022699.1	135979	138486	-	-	-	CIW82_RS00685	WP_086896596.1	835	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	138486	139346	-	-	-	CIW82_RS00690	WP_086896595.1	286	MULTISPECIES: MurR/RpiR family transcriptional regulator
chr	NZ_CP022699.1	139495	140697	+	-	-	CIW82_RS00695	WP_086896594.1	400	MULTISPECIES: diaminopropionate ammonia-lyase
chr	NZ_CP022699.1	140697	141956	+	-	-	CIW82_RS00700	WP_086896593.1	419	MULTISPECIES: M20 family metallo-hydrolase
chr	NZ_CP022699.1	141961	142932	+	-	-	CIW82_RS00705	WP_086896592.1	323	MULTISPECIES: N-carbamoyl-D-amino-acid hydrolase
chr	NZ_CP022699.1	143018	144334	+	-	-	CIW82_RS00710	WP_086896634.1	438	MULTISPECIES: MFS transporter
chr	NZ_CP022699.1	144340	145593	+	-	-	CIW82_RS00715	WP_086896591.1	417	MULTISPECIES: MFS transporter
chr	NZ_CP022699.1	145600	147147	+	-	-	CIW82_RS00720	WP_086896590.1	515	MULTISPECIES: amidase
chr	NZ_CP022699.1	147131	148558	+	-	-	CIW82_RS00725	WP_086896589.1	475	MULTISPECIES: amidohydrolase
chr	NZ_CP022699.1	148605	149954	+	-	-	CIW82_RS00730	WP_086896588.1	449	MULTISPECIES: gluconate permease
chr	NZ_CP022699.1	149976	151022	+	-	-	CIW82_RS00735	WP_086896587.1	348	MULTISPECIES: D-TA family PLP-dependent enzyme
chr	NZ_CP022699.1	151138	151500	+	-	-	CIW82_RS00740	WP_086896586.1	120	MULTISPECIES: RidA family protein
chr	NZ_CP022699.1	151522	152997	+	-	-	CIW82_RS00745	WP_086896585.1	491	MULTISPECIES: M81 family metallopeptidase
chr	NZ_CP022699.1	153164	153502	-	-	-	CIW82_RS00750	WP_086896584.1	112	MULTISPECIES: DUF3325 domain-containing protein
chr	NZ_CP022699.1	153502	155055	-	-	-	CIW82_RS00755	WP_086896583.1	517	MULTISPECIES: PepSY domain-containing protein
chr	NZ_CP022699.1	155059	155343	-	-	-	CIW82_RS00760	WP_086896582.1	94	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	155343	158009	-	-	-	CIW82_RS00765	WP_086896581.1	888	MULTISPECIES: TonB-dependent receptor
chr	NZ_CP022699.1	158519	159490	-	-	-	CIW82_RS00770	WP_086896580.1	323	MULTISPECIES: DUF4880 domain-containing protein
chr	NZ_CP022699.1	159627	160115	-	-	-	CIW82_RS00775	WP_086896633.1	162	MULTISPECIES: sigma-70 family RNA polymerase sigma factor
chr	NZ_CP022699.1	160402	162891	-	-	-	CIW82_RS00780	WP_086896579.1	829	MULTISPECIES: phospholipase C, phosphocholine-specific
chr	NZ_CP022699.1	163077	165449	-	-	-	CIW82_RS00785	WP_086896632.1	790	MULTISPECIES: TonB-dependent receptor
chr	NZ_CP022699.1	166179	167429	-	-	-	CIW82_RS00790	WP_086896578.1	416	MULTISPECIES: M20 family metallo-hydrolase
chr	NZ_CP022699.1	167515	168456	-	-	-	CIW82_RS00795	WP_086896577.1	313	MULTISPECIES: glyoxylate/hydroxypyruvate reductase A
chr	NZ_CP022699.1	168601	169473	-	-	-	CIW82_RS00800	WP_086896576.1	290	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	169901	170881	+	-	-	CIW82_RS00805	WP_058988274.1	326	MULTISPECIES: LysR family transcriptional regulator
chr	NZ_CP022699.1	170962	172593	+	-	-	CIW82_RS00810	WP_097802513.1	543	ABC transporter permease subunit
chr	NZ_CP022699.1	172658	173383	+	-	glnQ	CIW82_RS00815	WP_035378861.1	241	MULTISPECIES: amino acid ABC transporter ATP-binding protein
chr	NZ_CP022699.1	173726	174577	+	-	-	CIW82_RS00820	WP_086896575.1	283	MULTISPECIES: sugar phosphate isomerase/epimerase
chr	NZ_CP022699.1	174592	175656	+	-	-	CIW82_RS00825	WP_086896574.1	354	MULTISPECIES: isopenicillin N synthase family oxygenase
chr	NZ_CP022699.1	175696	176442	+	-	-	CIW82_RS00830	WP_097802314.1	248	class II aldolase/adducin family protein
chr	NZ_CP022699.1	176703	177539	-	-	-	CIW82_RS00835	WP_086896572.1	278	MULTISPECIES: short-chain dehydrogenase
chr	NZ_CP022699.1	177778	180099	+	-	-	CIW82_RS00840	WP_086896571.1	773	MULTISPECIES: TonB-dependent receptor
chr	NZ_CP022699.1	180348	180752	-	-	-	CIW82_RS00845	WP_097802315.1	134	hypothetical protein
chr	NZ_CP022699.1	180997	181707	-	-	-	CIW82_RS00850	WP_086896569.1	236	MULTISPECIES: sel1 repeat family protein
chr	NZ_CP022699.1	181707	183998	-	-	-	CIW82_RS00855	WP_086896568.1	763	MULTISPECIES: TonB-dependent receptor
chr	NZ_CP022699.1	184144	184827	-	-	-	CIW82_RS00860	WP_086896567.1	227	MULTISPECIES: Fe2+-dependent dioxygenase
chr	NZ_CP022699.1	186864	187907	-	-	-	CIW82_RS00880	WP_086896566.1	347	MULTISPECIES: glycosyltransferase
chr	NZ_CP022699.1	187937	188710	-	-	-	CIW82_RS00885	WP_086896565.1	257	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	188869	190167	-	-	-	CIW82_RS00890	WP_086896564.1	432	MULTISPECIES: class I SAM-dependent methyltransferase
chr	NZ_CP022699.1	190197	190760	-	-	-	CIW82_RS00895	WP_097802316.1	187	dTDP-4-keto-6-deoxy-D-glucose epimerase
chr	NZ_CP022699.1	191163	192251	+	-	-	CIW82_RS00900	WP_086896562.1	362	MULTISPECIES: NAD(P)-dependent oxidoreductase
chr	NZ_CP022699.1	192267	193034	+	-	rfbF	CIW82_RS00905	WP_086896561.1	255	MULTISPECIES: glucose-1-phosphate cytidylyltransferase
chr	NZ_CP022699.1	193228	194184	+	-	-	CIW82_RS00910	WP_086896560.1	318	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	194177	195541	+	-	-	CIW82_RS00915	WP_086896559.1	454	MULTISPECIES: DUF4910 domain-containing protein
chr	NZ_CP022699.1	195593	196357	+	-	-	CIW82_RS00920	WP_086896558.1	254	MULTISPECIES: SDR family oxidoreductase
chr	NZ_CP022699.1	196517	197998	+	-	-	CIW82_RS00925	WP_097802514.1	493	phosphomannomutase
chr	NZ_CP022699.1	198062	199522	-	-	-	CIW82_RS00930	WP_086896557.1	486	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	199575	200750	-	-	-	CIW82_RS00935	WP_086896556.1	391	MULTISPECIES: glycosyltransferase family 4 protein
chr	NZ_CP022699.1	201060	201590	-	-	-	CIW82_RS00940	WP_086896630.1	176	MULTISPECIES: polysaccharide export protein
chr	NZ_CP022699.1	201718	203049	-	-	-	CIW82_RS00945	WP_086896555.1	443	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	203409	204866	+	-	-	CIW82_RS00950	WP_086896554.1	485	MULTISPECIES: undecaprenyl-phosphate galactose phosphotransferase WbaP
chr	NZ_CP022699.1	205035	207173	+	-	-	CIW82_RS00955	WP_086896629.1	712	MULTISPECIES: succinoglycan biosynthesis protein exop
chr	NZ_CP022699.1	207175	208287	+	-	-	CIW82_RS00960	WP_061471395.1	370	MULTISPECIES: glycosyltransferase family 4 protein
chr	NZ_CP022699.1	208284	208658	+	-	-	CIW82_RS00965	WP_086896553.1	124	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	208686	210722	+	-	-	CIW82_RS00970	WP_086896552.1	678	MULTISPECIES: glycosyltransferase
chr	NZ_CP022699.1	210789	211787	-	-	-	CIW82_RS00975	WP_086896551.1	332	MULTISPECIES: glycosyltransferase
chr	NZ_CP022699.1	212092	213636	+	-	-	CIW82_RS00980	WP_097802317.1	514	flippase
chr	NZ_CP022699.1	213700	214662	-	-	-	CIW82_RS00985	WP_086896549.1	320	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	215105	216793	+	-	-	CIW82_RS00990	WP_086896548.1	562	MULTISPECIES: Na+/H+ antiporter
chr	NZ_CP022699.1	217139	219595	+	-	-	CIW82_RS00995	WP_006557997.1	818	MULTISPECIES: membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family
chr	NZ_CP022699.1	219661	220551	+	-	-	CIW82_RS01000	WP_006557996.1	296	MULTISPECIES: transporter
chr	NZ_CP022699.1	220773	221666	+	-	-	CIW82_RS01005	WP_086896628.1	297	MULTISPECIES: Fis family transcriptional regulator
chr	NZ_CP022699.1	221650	222669	-	-	-	CIW82_RS01010	WP_086896627.1	339	MULTISPECIES: bifunctional enoyl-CoA hydratase/phosphate acetyltransferase
chr	NZ_CP022699.1	222691	223692	-	-	-	CIW82_RS01015	WP_086896547.1	333	MULTISPECIES: dihydroorotate dehydrogenase-like protein
chr	NZ_CP022699.1	223716	227291	-	-	nifJ	CIW82_RS01020	WP_086896546.1	1191	MULTISPECIES: pyruvate:ferredoxin (flavodoxin) oxidoreductase
chr	NZ_CP022699.1	227306	229042	-	-	-	CIW82_RS01025	WP_086896626.1	578	MULTISPECIES: glutamate synthase
chr	NZ_CP022699.1	229451	230125	+	-	-	CIW82_RS01030	WP_086896545.1	224	MULTISPECIES: TetR/AcrR family transcriptional regulator
chr	NZ_CP022699.1	230917	231921	-	-	-	CIW82_RS01040	WP_086898482.1	334	MULTISPECIES: iron ABC transporter permease
chr	NZ_CP022699.1	231918	232766	-	-	-	CIW82_RS01045	WP_097802318.1	282	ferrichrome ABC transporter substrate-binding protein
chr	NZ_CP022699.1	232766	234850	-	-	-	CIW82_RS01050	WP_086898481.1	694	MULTISPECIES: TonB-dependent receptor
chr	NZ_CP022699.1	235353	236567	+	-	-	CIW82_RS01055	WP_086898480.1	404	MULTISPECIES: GTP-binding protein
chr	NZ_CP022699.1	236564	237043	+	-	-	CIW82_RS01060	WP_086898479.1	159	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	237147	238670	+	-	-	CIW82_RS01065	WP_086898478.1	507	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	238754	240832	-	-	-	CIW82_RS01070	WP_086898477.1	692	MULTISPECIES: phospholipase C, phosphocholine-specific
chr	NZ_CP022699.1	240899	243325	-	-	-	CIW82_RS01075	WP_086898484.1	808	MULTISPECIES: TonB-dependent receptor
chr	NZ_CP022699.1	243642	244541	+	-	-	CIW82_RS01080	WP_086898476.1	299	MULTISPECIES: S1/P1 Nuclease
chr	NZ_CP022699.1	244729	245103	+	-	-	CIW82_RS01085	WP_086898475.1	124	MULTISPECIES: hypothetical protein
chr	NZ_CP022699.1	245182	246975	+	-	-	CIW82_RS01090	WP_086898474.1	597	MULTISPECIES: copper resistance system multicopper oxidase
chr	NZ_CP022699.1	247002	247751	+	-	-	CIW82_RS01095	WP_097802515.1	249	copper resistance protein B
